Date,Datacenter,Location 2nd Level ID,Location 3rd Level Name,Location 3rdLevel ID,POD,IMS Account Type,Hardware Status,Hardware Status Group,Hardware Type,Chassis Size,Hardware Count,Occupied U
4/27/2025,DAL13,2,rack,710,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,710,DAL13 - 2,Test,Active,Active,Console,1,1,1
4/27/2025,DAL13,2,rack,710,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Security Module,1,2,2
4/27/2025,DAL13,2,rack,710,DAL13 - 2,Unknown,Liquidation,Other,Security Module,1,1,1
4/27/2025,DAL13,2,rack,712,0,Unknown,Reserved,Sellable Inventory,Switch,1,2,2
4/27/2025,DAL13,2,rack,712,0,Unknown,Reserved,Sellable Inventory,Switch,2,2,4
4/27/2025,DAL13,2,rack,714,DAL13 - 1,Test,Active,Active,Server,2,4,8
4/27/2025,DAL13,2,rack,714,DAL13 - 1,Unknown,Planned,Non-Sellable Inventory,Switch,1,4,4
4/27/2025,DAL13,2,rack,714,DAL13 - 1,Unknown,Planned,Non-Sellable Inventory,Switch,2,2,4
4/27/2025,DAL13,2,rack,714,DAL13 - 1,Unknown,Spare,Non-Sellable Inventory,Switch,2,2,4
4/27/2025,DAL13,2,rack,716,0,Unknown,Spare,Non-Sellable Inventory,Router,3,4,12
4/27/2025,DAL13,2,rack,717,0,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL13,2,rack,718,0,Unknown,Inventory,Sellable Inventory,Router,13,2,26
4/27/2025,DAL13,2,rack,719,0,Unknown,Inventory,Sellable Inventory,Router,13,2,26
4/27/2025,DAL10,2,rack,72,0,Test,Active,Active,Console,1,1,1
4/27/2025,DAL10,2,rack,72,0,Test,Active,Active,Router,1,1,1
4/27/2025,DAL10,2,rack,72,0,Test,Active,Active,Router,2,1,2
4/27/2025,DAL10,2,rack,72,0,Test,Active,Active,Server,1,1,1
4/27/2025,DAL10,2,rack,72,0,Test,Active,Active,Switch,1,2,2
4/27/2025,DAL10,2,rack,72,0,Test,Active,Active,Switch,2,1,2
4/27/2025,DAL12,2,rack,72,0,Customer,Active,Active,Console,1,3,3
4/27/2025,DAL12,2,rack,72,0,Customer,Active,Active,Switch,1,2,2
4/27/2025,DAL12,2,rack,72,0,Customer,Reserved,Sellable Inventory,Storage Shelf,2,1,2
4/27/2025,DAL12,2,rack,72,0,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,720,0,Internal,Active,Active,Router,7,1,7
4/27/2025,DAL13,2,rack,720,0,Unknown,Inventory,Sellable Inventory,Switch,1,2,2
4/27/2025,DAL13,2,rack,720,0,Unknown,Planned,Non-Sellable Inventory,Router,7,1,7
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Unknown,Liquidate_Prep,Other,Server,4,1,4
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Unknown,Liquidation,Other,Server,2,1,2
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Unknown,Quarantine,Unknown,Server,2,1,2
4/27/2025,DAL13,2,rack,722,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Customer,Active,Active,Server,1,4,4
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Customer,Active,Active,Server,2,5,10
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Internal,Active,Active,Server,1,6,6
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Unknown,Hardfail,Non-Sellable Inventory,Server,4,1,4
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Unknown,Liquidate_Prep,Other,Server,2,2,4
4/27/2025,DAL13,2,rack,723,DAL13 - 2,Unknown,Reserved,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Customer,Active,Active,Server,1,18,18
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Internal,Active,Active,Server,1,1,1
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,2,rack,724,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,4,4
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Customer,Active,Active,Server,1,11,11
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Internal,Active,Active,Server,1,7,7
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Unknown,Liquidate_Prep,Other,Server,1,1,1
4/27/2025,DAL13,2,rack,725,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Customer,Active,Active,Server,1,8,8
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Unknown,Hardfail,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,4,1,4
4/27/2025,DAL13,2,rack,726,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,727,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Internal,Active,Active,Server,1,7,7
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Hardfail,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Liquidate_Prep,Other,Server,1,1,1
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Quarantine,Unknown,Server,2,1,2
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Reserved,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,728,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Customer,Active,Active,Server,1,8,8
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Internal,Active,Active,Server,1,3,3
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Unknown,Missing_Parts,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Unknown,Quarantine,Unknown,Server,2,1,2
4/27/2025,DAL13,2,rack,729,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,2,2,4
4/27/2025,DAL10,2,rack,73,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,73,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL12,2,rack,73,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,73,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,73,0,Test,Active,Active,Server,1,6,6
4/27/2025,DAL12,2,rack,73,0,Test,Active,Active,Server,2,16,32
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Internal,Active,Active,Server,1,21,21
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Test,Active,Active,Server,1,2,2
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,1,4,4
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Unknown,Liquidate_Prep,Other,Server,1,1,1
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Unknown,Quarantine,Unknown,Server,1,2,2
4/27/2025,DAL13,2,rack,730,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Internal,Active,Active,Server,1,24,24
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Test,Active,Active,Server,4,1,4
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Unknown,Liquidation,Other,Server,2,1,2
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,2,rack,731,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,2,rack,732,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,2,rack,732,DAL13 - 2,Internal,Active,Active,Server,1,43,43
4/27/2025,DAL13,2,rack,732,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,2,rack,733,0,Test,Inventory,Sellable Inventory,Server,2,6,12
4/27/2025,DAL13,2,rack,733,0,Unknown,Inventory,Sellable Inventory,Load Balancer,2,1,2
4/27/2025,DAL13,2,rack,734,0,Test,Inventory,Sellable Inventory,Server,2,6,12
4/27/2025,DAL13,2,rack,734,0,Unknown,Inventory,Sellable Inventory,Load Balancer,2,1,2
4/27/2025,DAL13,2,rack,734,0,Unknown,Reserved,Sellable Inventory,Switch,1,2,2
4/27/2025,DAL13,2,rack,734,0,Unknown,Reserved,Sellable Inventory,Switch,2,2,4
4/27/2025,DAL10,2,rack,74,0,Test,Active,Active,Router,8,1,8
4/27/2025,DAL10,2,rack,74,0,Test,Active,Active,Storage Shelf,4,2,8
4/27/2025,DAL10,2,rack,74,0,Test,Active,Active,Switch,2,1,2
4/27/2025,DAL12,2,rack,74,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,74,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,74,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,2,rack,75,0,Test,Active,Active,Router,8,1,8
4/27/2025,DAL10,2,rack,75,0,Test,Active,Active,Storage Shelf,4,2,8
4/27/2025,DAL10,2,rack,75,0,Test,Active,Active,Switch,2,1,2
4/27/2025,DAL12,2,rack,75,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,75,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,75,0,Test,Active,Active,Server,2,21,42
4/27/2025,DAL13,2,rack,750,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL13,2,rack,750,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL13,2,rack,750,0,Test,Active,Active,Server,2,20,40
4/27/2025,DAL13,2,rack,751,0,Test,Active,Active,Server,2,20,40
4/27/2025,DAL13,2,rack,751,0,Unknown,Reserved,Sellable Inventory,Switch,1,2,2
4/27/2025,DAL13,2,rack,751,0,Unknown,Reserved,Sellable Inventory,Switch,2,2,4
4/27/2025,DAL12,2,rack,76,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,76,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,76,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,2,rack,77,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,77,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,77,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,77,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,77,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,77,0,Test,Active,Active,Server,2,21,42
4/27/2025,DAL10,2,rack,78,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,78,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,2,rack,78,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,78,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,78,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,2,rack,79,DAL10 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL10,2,rack,79,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,79,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,79,DAL10 - 2,Unknown,Liquidation,Other,Server,2,2,4
4/27/2025,DAL10,2,rack,79,DAL10 - 2,Unknown,Liquidation,Other,Server,4,1,4
4/27/2025,DAL12,2,rack,79,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,79,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,79,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,2,rack,80,DAL10 - 2,Customer,Active,Active,Server,1,1,1
4/27/2025,DAL10,2,rack,80,DAL10 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL10,2,rack,80,DAL10 - 2,Customer,Spare_Pool,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,80,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,80,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,2,rack,80,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,80,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,80,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Customer,Spare_Pool,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,2,rack,81,DAL10 - 2,Unknown,Liquidation,Other,Server,2,1,2
4/27/2025,DAL12,2,rack,81,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,81,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,81,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Customer,Spare_Pool,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Unknown,Reserved,Sellable Inventory,Server,1,2,2
4/27/2025,DAL10,2,rack,82,DAL10 - 2,Unknown,Reserved,Sellable Inventory,Server,4,1,4
4/27/2025,DAL12,2,rack,82,0,Unknown,Liquidation,Other,Server,4,2,8
4/27/2025,DAL12,2,rack,82,0,Unknown,Spare,Non-Sellable Inventory,Server,4,9,36
4/27/2025,DAL10,2,rack,83,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,84,DAL10 - 2,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,2,rack,84,DAL10 - 2,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,84,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,84,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,84,DAL10 - 2,Test,Active,Active,Server,1,1,1
4/27/2025,DAL10,2,rack,85,DAL10 - 2,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,2,rack,85,DAL10 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL10,2,rack,85,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,85,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,85,DAL10 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Customer,Spare_Pool,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,2,rack,86,DAL10 - 2,Unknown,Liquidation,Other,Server,2,1,2
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Customer,Active,Active,Server,1,1,1
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Customer,Active,Active,Server,4,2,8
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Customer,Spare_Pool,Sellable Inventory,Server,1,2,2
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,87,DAL10 - 2,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL12,2,rack,87,0,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Customer,Spare_Pool,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Test,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,2,rack,88,DAL10 - 2,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,2,rack,88,0,Unknown,Liquidation,Other,Server,2,3,6
4/27/2025,DAL12,2,rack,88,0,Unknown,Spare,Non-Sellable Inventory,Server,1,3,3
4/27/2025,DAL12,2,rack,88,0,Unknown,Spare,Non-Sellable Inventory,Server,2,3,6
4/27/2025,DAL10,2,rack,89,0,Test,Active,Active,Console,1,2,2
4/27/2025,DAL10,2,rack,89,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,89,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,89,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,89,0,Customer,Active,Active,Server,2,16,32
4/27/2025,DAL12,2,rack,89,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,89,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL10,2,rack,90,0,Test,Active,Active,Console,1,2,2
4/27/2025,DAL10,2,rack,90,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,90,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,90,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,90,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,2,rack,90,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,2,rack,90,0,Test,Active,Active,Server,2,11,22
4/27/2025,DAL10,2,rack,91,0,Test,Active,Active,Server,2,12,24
4/27/2025,DAL10,2,rack,91,0,Test,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,92,0,Test,Active,Active,Server,2,12,24
4/27/2025,DAL10,2,rack,92,0,Test,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,93,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,93,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,93,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,93,DAL12 - 2,Internal,Active,Active,Firewall,3,2,6
4/27/2025,DAL12,2,rack,93,DAL12 - 2,Internal,Active,Active,Server,1,1,1
4/27/2025,DAL12,2,rack,93,DAL12 - 2,Internal,Active,Active,Server,2,8,16
4/27/2025,DAL12,2,rack,93,DAL12 - 2,Internal,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,93,DAL12 - 2,Test,Reserved,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,2,rack,94,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,94,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,94,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,94,DAL12 - 2,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL12,2,rack,94,DAL12 - 2,Internal,Active,Active,Router,22,1,22
4/27/2025,DAL10,2,rack,95,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,95,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,95,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,95,DAL12 - 2,Internal,Active,Active,Router,22,1,22
4/27/2025,DAL10,2,rack,96,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,96,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,96,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL12,2,rack,96,DAL12 - 2,Internal,Active,Active,Router,22,1,22
4/27/2025,DAL10,2,rack,97,0,Test,Active,Active,Server,2,7,14
4/27/2025,DAL10,2,rack,97,0,Test,Active,Active,Switch,1,4,4
4/27/2025,DAL12,2,rack,97,DAL12 - 2,Internal,Active,Active,Router,22,1,22
4/27/2025,DAL10,2,rack,98,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,98,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,98,0,Test,Active,Active,Switch,1,4,4
4/27/2025,DAL10,2,rack,99,0,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,2,rack,99,0,Test,Active,Active,Server,5,4,20
4/27/2025,DAL10,2,rack,99,0,Test,Active,Active,Switch,1,3,3
4/27/2025,DAL10,3,rack,1,DAL10 - 3,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,3,rack,1,DAL10 - 3,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,3,rack,1,DAL10 - 3,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,3,rack,1,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL12,3,rack,1,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL12,3,rack,1,0,Test,Active,Active,Server,2,21,42
4/27/2025,DAL13,3,rack,1,DAL13 - 2,Customer,Active,Active,Server,2,7,14
4/27/2025,DAL13,3,rack,1,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,3,rack,1,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,3,rack,1,DAL13 - 2,Unknown,Liquidation,Other,Server,1,3,3
4/27/2025,DAL10,3,rack,2,DAL10 - 3,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,3,rack,2,DAL10 - 3,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,3,rack,2,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL12,3,rack,2,0,Internal,Active,Active,Switch,2,2,4
